amountOfVerbs,amountOfPronouns,amountOfNouns,amountOfAdjectives,amountOfAdverbs,restOfWords,totalAmount,id
4,0,6,1,0,5,16,8244
2,1,3,0,0,2,8,8245
5,2,5,1,1,4,18,8246
3,0,4,1,1,2,11,8247
2,0,7,1,1,5,16,8250
3,0,2,1,0,6,12,8251
3,0,8,0,1,7,19,8252
3,3,4,1,0,7,18,8253
1,0,7,1,0,1,10,8254
0,0,10,2,0,3,15,8256
4,1,3,0,1,7,16,8257
3,0,5,1,2,4,15,8258
3,3,5,3,0,8,22,8259
5,0,10,2,0,7,24,8261
3,0,8,2,1,6,20,8262
6,2,3,1,0,4,16,8264
5,0,11,2,0,6,24,8266
1,0,1,0,1,2,5,8267
0,0,4,1,0,0,5,8270
2,2,5,0,0,2,11,8271
3,0,11,2,0,8,24,8274
0,0,5,2,0,4,11,8276
5,1,3,1,0,3,13,8278
5,0,10,3,1,6,25,8279
5,1,5,1,2,6,20,8280
7,3,7,1,1,6,25,8283
3,0,7,0,5,8,23,8284
1,0,5,2,2,2,12,8285
3,2,3,1,1,3,13,8286
4,0,8,0,1,5,18,8287
1,0,7,1,0,1,10,8288
5,0,10,2,0,5,22,8289
8,2,6,0,1,6,23,8291
6,1,5,1,0,6,19,8292
1,0,14,1,0,5,21,8294
6,2,5,2,0,8,23,8295
2,0,14,1,0,2,19,8296
2,0,14,1,0,2,19,8297
6,5,5,1,3,4,24,8298
3,1,6,1,0,8,19,8300
1,0,8,0,0,3,12,8301
1,0,17,1,0,4,23,8304
2,0,8,0,0,3,13,8309
3,0,16,0,0,5,24,8310
7,3,3,2,1,5,21,8311
1,0,7,0,0,3,11,8312
1,0,8,0,0,3,12,8314
1,0,10,1,0,10,22,8315
1,0,8,0,0,3,12,8317
2,0,10,3,0,4,19,8318
1,0,10,0,0,3,14,8320
1,0,15,1,0,5,22,8321
1,1,2,0,0,3,7,8324
1,0,7,1,0,3,12,8329
1,0,9,0,0,3,13,8330
1,0,10,0,0,3,14,8332
1,0,8,0,0,3,12,8334
1,0,9,0,0,4,14,8335
3,0,13,1,0,4,21,8337
1,0,4,0,0,2,7,8339
1,0,8,0,0,3,12,8341
5,3,8,1,1,5,23,8344
4,4,3,0,1,2,14,8345
1,1,1,0,0,0,3,8346
2,2,4,0,0,0,8,8347
4,5,8,3,2,5,27,8348
1,0,3,1,0,2,7,8349
1,2,5,1,0,2,11,8350
2,0,5,3,1,2,13,8351
2,1,2,0,0,0,5,8352
4,7,7,0,0,5,23,8355
2,1,5,3,1,5,17,8356
4,2,6,2,1,2,17,8360
2,1,2,1,0,0,6,8361
3,2,3,2,2,5,17,8362
0,0,9,0,0,2,11,8363
2,0,3,0,0,6,11,8364
3,2,3,1,2,3,14,8365
4,3,5,0,0,4,16,8366
2,2,3,1,1,4,13,8367
0,1,18,0,0,1,20,8368
2,0,3,0,0,3,8,8369
3,7,6,1,0,3,20,8370
5,2,2,1,1,4,15,8371
2,2,2,0,2,2,10,8372
0,0,4,0,1,1,6,8374
4,0,8,4,0,7,23,8375
2,1,3,1,0,1,8,8377
4,0,7,1,0,6,18,8378
1,0,4,1,0,2,8,8382
1,0,8,1,0,1,11,8383
4,3,4,2,1,3,17,8385
2,3,2,2,0,3,12,8386
5,2,9,1,0,9,26,8387
4,3,1,2,1,2,13,8388
3,4,8,3,1,4,23,8389
2,2,2,0,0,2,8,8390
2,3,4,0,0,1,10,8391
2,0,4,1,1,4,12,8392
1,0,9,0,0,4,14,8393
1,0,9,0,0,4,14,8394
4,2,7,5,2,5,25,8396
1,0,9,0,0,4,14,8397
1,1,4,1,0,1,8,8399
1,0,9,0,0,4,14,8400
1,0,9,0,0,4,14,8401
1,0,9,0,0,4,14,8402
1,0,9,0,0,4,14,8404
1,0,9,0,0,4,14,8405
2,0,12,1,0,6,21,8406
0,0,3,0,0,0,3,8408
1,0,9,0,0,4,14,8409
1,0,9,0,0,4,14,8410
1,0,9,0,0,4,14,8411
1,0,9,0,0,4,14,8412
1,1,6,0,0,2,10,8414
0,0,12,1,0,4,17,8415
1,0,9,0,0,4,14,8416
1,0,9,0,0,4,14,8418
1,0,9,0,0,4,14,8419
1,0,9,0,0,4,14,8422
1,0,9,0,0,4,14,8423
1,0,4,1,2,4,12,8425
1,0,9,0,0,4,14,8428
1,0,9,0,0,4,14,8429
1,0,3,0,0,0,4,8430
1,0,9,0,0,4,14,8431
1,0,9,0,0,4,14,8432
1,0,9,0,0,4,14,8433
1,0,7,3,0,7,18,8434
1,0,9,0,0,4,14,8435
1,1,6,1,0,0,9,8436
3,1,3,0,1,2,10,8437
1,0,6,0,1,0,8,8440
1,0,9,0,0,4,14,8441
2,2,3,0,1,3,11,8443
2,3,3,2,1,3,14,8444
6,3,4,3,2,4,22,8445
2,0,5,1,0,3,11,8446
2,2,5,0,0,0,9,8447
4,4,7,0,0,8,23,8448
5,1,14,1,0,2,23,8450
5,3,5,2,1,4,20,8451
3,3,7,2,0,8,23,8452
2,0,3,1,0,1,7,8453
1,0,11,0,0,2,14,8454
3,2,4,2,1,2,14,8455
4,4,3,1,5,8,25,8457
5,3,2,0,2,7,19,8458
6,5,2,0,0,1,14,8459
3,0,7,3,1,7,21,8461
3,1,4,0,2,5,15,8463
7,1,6,1,0,7,22,8464
5,2,6,0,2,6,21,8468
5,3,10,1,0,7,26,8471
2,3,8,1,1,4,19,8472
5,1,6,1,2,8,23,8473
5,3,8,1,3,6,26,8475
2,1,5,1,1,1,11,8476
1,1,7,0,0,1,10,8477
2,1,1,1,2,0,7,8478
0,1,5,0,0,1,7,8480
1,1,20,1,0,2,25,8483
2,1,3,0,0,2,8,8484
2,1,7,0,1,4,15,8486
2,2,2,0,1,2,9,8487
0,1,4,0,0,0,5,8489
1,0,6,1,0,0,8,8490
7,0,6,1,3,7,24,8491
2,2,2,0,0,3,9,8494
3,2,3,1,1,6,16,8496
0,0,8,0,0,0,8,8497
5,4,6,1,1,11,28,8498
1,0,2,0,1,1,5,8500
0,0,6,0,0,0,6,8502
0,0,2,0,0,0,2,8503
0,0,4,0,1,0,5,8504
5,1,10,2,1,2,21,8505
0,0,4,0,0,0,4,8506
4,0,2,0,0,0,6,8507
2,1,2,1,1,2,9,8508
2,1,5,2,0,2,12,8509
2,0,12,0,1,5,20,8510
0,1,7,0,0,0,8,8511
0,0,3,0,0,0,3,8512
0,0,2,0,0,0,2,8513
0,0,10,0,0,0,10,8514
4,3,6,1,2,5,21,8515
1,2,6,3,2,4,18,8516
5,2,12,0,1,7,27,8517
3,2,3,1,2,5,16,8518
0,0,7,1,0,0,8,8520
2,2,3,0,0,0,7,8522
0,0,3,0,0,1,4,8523
2,0,2,1,0,5,10,8524
4,5,6,0,1,4,20,8526
0,0,3,0,0,0,3,8528
6,4,5,0,1,8,24,8530
0,0,3,0,0,0,3,8531
0,0,6,1,0,0,7,8533
0,0,4,0,0,0,4,8536
0,0,5,0,0,1,6,8538
2,1,6,0,0,0,9,8539
3,4,10,3,0,9,29,8540
0,0,4,1,0,0,5,8541
1,1,4,1,0,0,7,8542
1,0,2,1,0,1,5,8543
0,0,6,1,0,2,9,8545
2,2,5,1,1,9,20,8546
1,0,2,2,0,2,7,8547
1,0,1,1,1,0,4,8550
1,0,2,1,0,0,4,8551
5,3,10,1,1,7,27,8553
3,2,7,2,1,8,23,8555
6,2,4,1,0,4,17,8556
1,3,4,0,3,3,14,8557
2,2,4,1,0,1,10,8558
0,0,5,0,0,4,9,8559
1,1,3,0,1,1,7,8560
0,0,4,0,0,2,6,8561
0,1,5,0,1,7,14,8562
1,0,3,0,0,0,4,8567
5,1,8,1,0,1,16,8570
1,0,5,2,0,3,11,8571
2,1,5,1,1,1,11,8572
4,1,4,2,0,7,18,8574
3,3,3,1,2,2,14,8575
1,1,4,0,0,2,8,8576
8,6,7,1,1,7,30,8577
3,3,6,3,1,6,22,8578
1,1,6,1,0,3,12,8579
0,0,7,2,0,1,10,8580
3,2,9,1,2,8,25,8581
2,1,2,0,1,3,9,8582
4,5,5,1,2,6,23,8584
1,0,5,0,0,2,8,8585
2,2,8,3,0,9,24,8586
1,1,8,2,2,2,16,8587
0,0,2,1,0,0,3,8589
0,0,6,0,0,0,6,8591
0,0,4,0,0,1,5,8595
4,2,8,4,0,5,23,8596
0,0,9,0,0,3,12,8598
2,1,4,4,2,10,23,8599
2,0,4,1,0,2,9,8606
4,0,7,2,0,7,20,8607
1,0,8,1,0,2,12,8608
0,0,9,2,0,4,15,8609
1,0,10,0,0,5,16,8610
4,1,7,3,0,3,18,8612
0,0,12,1,0,5,18,8613
0,0,12,3,0,6,21,8615
0,0,11,0,0,1,12,8618
1,0,8,3,0,6,18,8620
1,1,6,0,0,5,13,8621
2,2,6,1,0,7,18,8622
0,0,11,0,0,3,14,8623
2,0,9,2,0,4,17,8624
0,0,12,3,0,6,21,8625
1,0,4,1,0,1,7,8627
4,2,9,0,1,4,20,8628
1,0,6,2,0,3,12,8631
1,0,7,0,0,2,10,8633
0,0,8,1,0,3,12,8635
0,0,6,1,0,1,8,8636
1,0,18,0,1,7,27,8637
7,0,11,2,0,7,27,8638
0,0,8,0,0,3,11,8639
1,0,5,2,0,3,11,8640
2,2,8,2,0,2,16,8642
2,3,9,1,0,5,20,8643
6,1,5,3,3,7,25,8644
4,1,3,2,1,3,14,8646
0,0,10,4,0,1,15,8647
0,0,6,2,0,0,8,8648
0,0,6,1,0,1,8,8650
1,0,5,2,0,2,10,8651
4,0,6,0,0,5,15,8653
2,0,5,0,0,2,9,8654
2,0,10,2,0,6,20,8655
0,0,9,0,1,3,13,8656
0,0,8,2,0,1,11,8657
4,1,7,2,1,7,22,8658
1,1,6,1,0,2,11,8659
3,0,4,3,1,4,15,8660
0,0,8,0,0,2,10,8661
1,0,10,1,0,1,13,8662
1,0,8,3,0,2,14,8663
0,0,5,1,0,1,7,8664
0,0,11,2,0,0,13,8665
0,0,8,0,0,2,10,8667
0,0,7,0,0,0,7,8668
0,0,8,1,0,0,9,8669
4,1,3,0,1,6,15,8670
1,0,2,0,0,2,5,8673
0,0,7,2,0,0,9,8674
0,0,12,3,0,5,20,8676
1,1,9,2,0,2,15,8677
4,0,9,2,0,4,19,8680
2,1,5,0,0,5,13,8681
1,0,5,1,0,2,9,8683
1,0,5,2,0,0,8,8684
6,2,5,1,0,5,19,8685
1,0,7,0,0,4,12,8686
1,0,3,1,1,4,10,8688
3,0,9,3,0,8,23,8689
1,0,2,0,0,2,5,8690
0,0,13,2,0,1,16,8691
5,2,4,1,0,3,15,8692
0,0,8,1,0,2,11,8693
5,2,3,1,0,3,14,8694
3,4,10,1,0,7,25,8695
4,5,7,2,2,4,24,8696
3,0,7,0,1,3,14,8697
4,4,6,2,1,10,27,8698
2,2,4,0,1,4,13,8699
5,1,7,0,1,9,23,8700
4,4,6,2,1,10,27,8702
2,1,8,1,0,4,16,8704
0,0,6,3,0,1,10,8705
4,4,6,2,1,10,27,8706
4,0,3,0,1,5,13,8708
1,0,11,0,0,0,12,8709
1,1,7,1,0,4,14,8710
1,1,3,0,0,3,8,8711
2,0,10,0,0,2,14,8712
4,4,6,2,1,10,27,8714
3,1,5,1,0,10,20,8715
1,2,10,2,1,6,22,8717
3,1,10,0,1,9,24,8718
6,0,5,1,1,4,17,8720
5,2,4,1,0,3,15,8721
1,0,14,1,0,2,18,8722
3,1,6,0,0,2,12,8723
2,0,3,0,0,4,9,8724
6,6,6,0,3,5,26,8726
4,4,6,2,1,10,27,8727
3,4,6,4,3,10,30,8728
3,1,7,2,0,3,16,8729
4,4,4,1,0,3,16,8732
3,1,8,1,2,7,22,8733
5,2,3,1,0,3,14,8734
4,4,6,2,1,10,27,8735
1,0,13,0,0,1,15,8736
2,0,1,0,1,0,4,8737
4,1,3,2,3,5,18,8738
4,4,6,2,1,10,27,8739
3,2,1,0,1,2,9,8740
5,2,3,1,0,3,14,8741
3,2,3,2,2,3,15,8742
1,1,8,0,1,0,11,8743
4,0,11,2,0,6,23,8744
1,0,0,1,0,1,3,8745
0,0,3,1,0,0,4,8746
0,0,9,0,0,4,13,8747
3,1,10,1,1,3,19,8750
0,1,2,0,0,1,4,8751
3,0,7,4,4,8,26,8752
1,1,9,1,0,11,23,8753
0,0,11,1,0,3,15,8754
1,1,4,3,0,2,11,8755
1,0,7,0,0,1,9,8757
4,1,6,1,3,3,18,8758
0,0,4,1,0,1,6,8759
5,0,8,5,2,7,27,8760
4,2,5,1,1,6,19,8761
10,2,3,0,3,7,25,8762
1,0,5,3,0,3,12,8763
4,1,3,0,1,0,9,8766
3,1,6,0,1,2,13,8767
2,1,6,1,0,6,16,8768
3,2,9,5,1,7,27,8770
2,2,9,2,4,2,21,8774
2,2,7,1,2,6,20,8775
1,0,5,1,0,5,12,8776
7,3,6,0,2,10,28,8777
0,0,3,1,2,2,8,8778
3,0,3,2,0,5,13,8780
3,5,3,0,0,1,12,8781
3,0,3,1,0,1,8,8782
0,0,4,0,0,1,5,8783
1,0,4,0,0,2,7,8784
7,0,8,0,0,9,24,8785
4,2,6,0,0,6,18,8786
4,4,7,1,2,8,26,8787
1,0,1,1,1,2,6,8788
3,2,1,1,1,4,12,8789
5,2,3,0,3,7,20,8790
3,2,5,0,0,4,14,8791
6,1,11,1,0,4,23,8793
1,0,7,1,0,5,14,8795
7,3,8,1,1,5,25,8797
2,0,12,0,0,4,18,8799
4,1,2,1,0,5,13,8800
1,0,2,0,0,1,4,8801
3,2,2,2,2,4,15,8802
4,0,5,0,0,1,10,8804
0,0,2,0,0,1,3,8805
3,0,1,0,0,2,6,8806
4,2,5,1,0,5,17,8808
3,0,9,0,1,7,20,8810
2,3,2,0,0,4,11,8812
1,0,12,1,0,5,19,8815
6,2,7,2,1,4,22,8816
0,0,3,0,0,0,3,8817
0,0,13,1,0,3,17,8823
5,0,9,0,0,5,19,8825
2,0,2,0,0,0,4,8829
2,3,2,0,0,5,12,8830
1,0,7,0,0,3,11,8831
4,2,9,2,0,2,19,8832
1,0,6,1,0,8,16,8835
1,0,5,0,0,7,13,8836
1,0,13,0,0,2,16,8837
1,1,6,1,0,3,12,8838
2,0,3,1,0,1,7,8839
4,1,3,1,0,6,15,8840
0,0,11,1,0,7,19,8841
0,0,3,3,1,3,10,8842
1,2,4,0,0,2,9,8843
3,2,2,0,1,2,10,8844
1,1,1,0,0,1,4,8846
0,0,7,0,0,1,8,8848
7,3,9,1,0,6,26,8850
2,4,6,1,1,6,20,8851
1,2,11,1,3,2,20,8852
1,0,10,0,0,1,12,8853
4,2,4,1,0,8,19,8854
2,1,0,0,0,1,4,8855
3,2,3,0,1,6,15,8856
3,1,0,0,0,3,7,8857
8,5,3,0,1,2,19,8858
3,1,8,1,1,3,17,8859
2,1,1,2,0,2,8,8860
2,0,3,0,0,0,5,8862
10,3,5,0,0,8,26,8863
0,0,9,1,1,2,13,8864
3,2,2,1,1,5,14,8865
5,3,5,1,2,4,20,8866
1,0,3,1,0,2,7,8869
2,1,3,0,0,3,9,8871
2,2,6,3,0,6,19,8872
3,2,5,1,2,5,18,8875
1,1,1,0,0,1,4,8878
2,2,2,0,0,2,8,8880
4,3,8,3,0,5,23,8881
5,3,1,0,2,3,14,8883
0,0,3,0,0,0,3,8885
4,2,4,1,0,2,13,8886
4,2,10,4,0,6,26,8887
5,2,6,1,1,4,19,8888
3,1,2,0,1,3,10,8890
2,0,4,0,0,5,11,8892
2,1,4,1,1,2,11,8893
6,2,11,0,0,9,28,8896
4,1,6,3,1,11,26,8899
2,2,12,1,1,3,21,8900
2,0,11,0,0,1,14,8902
4,4,0,1,0,1,10,8903
2,0,11,0,0,5,18,8905
2,0,4,3,0,4,13,8906
0,0,17,0,0,0,17,8907
0,0,12,0,1,2,15,8908
2,0,11,0,0,1,14,8912
2,0,4,0,1,3,10,8913
2,1,6,1,1,6,17,8914
3,1,11,3,1,2,21,8916
2,2,5,1,0,3,13,8920
0,0,6,0,0,5,11,8921
3,1,13,2,0,8,27,8923
2,0,11,0,0,1,14,8924
1,1,3,1,1,3,10,8926
6,1,7,2,1,10,27,8927
2,0,8,2,2,3,17,8931
1,0,12,0,0,4,17,8933
1,1,11,1,0,5,19,8934
3,1,5,2,1,2,14,8935
0,0,20,1,0,0,21,8936
3,1,13,3,1,13,34,8938
2,0,10,2,2,7,23,8939
3,0,11,4,0,3,21,8941
0,0,1,0,0,2,3,8942
2,0,11,0,1,5,19,8944
2,0,8,2,0,4,16,8945
2,2,2,1,2,5,14,8946
1,1,1,0,2,1,6,8947
0,0,15,1,0,1,17,8948
1,1,4,0,0,4,10,8949
4,0,12,0,0,8,24,8952
2,1,2,1,0,4,10,8953
1,3,6,2,1,8,21,8955
0,0,9,0,0,4,13,8956
3,2,6,1,0,6,18,8957
3,0,5,3,0,6,17,8959
1,0,7,1,0,3,12,8961
3,3,4,0,0,5,15,8962
1,0,10,0,0,0,11,8963
5,2,5,0,0,5,17,8965
2,1,3,1,0,1,8,8966
0,0,19,1,0,1,21,8967
0,0,1,0,0,1,2,8968
0,0,3,1,0,2,6,8969
3,0,7,1,0,5,16,8970
4,0,9,2,0,5,20,8971
2,0,7,1,0,3,13,8972
1,1,5,1,1,2,11,8973
0,0,1,1,0,2,4,8974
3,0,10,3,0,3,19,8976
1,0,9,0,0,0,10,8978
0,0,19,0,0,1,20,8979
5,1,3,0,1,4,14,8980
3,3,3,4,1,2,16,8983
3,1,4,1,1,3,13,8985
3,1,7,2,1,10,24,8986
0,0,9,0,0,1,10,8987
5,2,12,2,0,6,27,8989
3,1,7,2,0,4,17,8992
2,0,4,2,0,4,12,8993
0,0,13,1,0,1,15,8994
2,1,3,2,1,1,10,8996
5,2,9,0,0,8,24,8998
2,1,8,1,0,7,19,8999
2,0,5,1,1,5,14,9000
3,1,2,3,1,3,13,9001
1,0,5,0,1,0,7,9002
0,0,10,2,0,2,14,9005
0,0,4,0,0,4,8,9006
0,0,10,2,0,4,16,9007
1,0,4,1,2,1,9,9008
2,0,2,0,0,3,7,9009
4,2,5,1,0,0,12,9012
2,0,3,1,0,8,14,9016
0,0,4,0,0,0,4,9018
0,0,11,0,0,2,13,9020
3,1,2,2,1,0,9,9022
5,1,6,1,0,6,19,9023
2,0,2,2,1,1,8,9025
4,0,3,0,0,4,11,9026
4,2,3,1,1,3,14,9027
0,0,12,0,1,1,14,9028
1,1,15,1,0,0,18,9029
0,0,7,0,0,2,9,9030
3,1,5,1,1,4,15,9031
4,2,5,1,1,6,19,9033
4,0,10,1,2,9,26,9034
3,1,2,3,1,3,13,9038
2,2,5,1,0,4,14,9039
1,2,4,0,1,2,10,9040
0,0,11,0,0,2,13,9041
4,0,9,2,0,7,22,9042
0,0,8,1,0,1,10,9044
1,1,6,2,1,5,16,9045
1,0,6,3,0,1,11,9047
5,0,13,1,0,2,21,9051
4,0,8,1,0,4,17,9052
3,0,8,3,0,4,18,9053
1,0,7,2,0,2,12,9054
2,0,6,2,0,5,15,9055
2,0,6,2,0,4,14,9057
3,1,7,3,1,2,17,9058
1,0,7,4,0,1,13,9059
1,0,8,2,0,1,12,9060
3,0,10,3,0,4,20,9061
3,2,8,3,0,6,22,9062
1,0,9,2,0,2,14,9064
1,0,11,3,0,3,18,9067
4,0,8,1,0,4,17,9071
2,0,3,2,0,2,9,9072
4,0,8,1,0,4,17,9074
5,0,9,1,0,5,20,9075
5,1,6,1,0,7,20,9077
3,0,10,1,0,7,21,9078
3,2,7,1,0,6,19,9079
1,1,3,1,0,1,7,9080
3,1,4,2,3,4,17,9081
2,0,10,2,0,3,17,9082
3,0,8,3,0,4,18,9083
1,0,6,4,2,7,20,9084
5,1,8,4,0,7,25,9085
2,0,3,2,0,2,9,9086
1,0,9,3,0,4,17,9087
2,0,7,2,0,2,13,9088
3,0,8,2,0,2,15,9089
4,0,9,3,0,5,21,9090
6,0,10,1,2,3,22,9093
5,2,8,0,1,9,25,9094
4,1,8,2,0,2,17,9095
2,1,10,1,0,3,17,9096
2,1,10,1,0,3,17,9097
4,1,8,2,0,2,17,9098
4,2,3,1,2,4,16,9099
2,1,10,1,0,3,17,9100
2,1,9,1,0,3,16,9101
3,1,15,1,0,3,23,9102
4,0,7,3,3,6,23,9103
1,0,2,0,0,1,4,9106
4,1,8,2,0,2,17,9107
2,1,10,1,0,3,17,9109
2,1,12,1,0,4,20,9110
3,1,12,3,0,4,23,9112
4,1,8,2,0,2,17,9113
4,1,8,2,0,2,17,9114
3,1,12,3,0,4,23,9116
2,1,11,1,0,3,18,9118
1,0,16,0,0,3,20,9119
2,1,8,1,0,2,14,9120
2,1,8,1,0,2,14,9121
2,1,8,1,0,2,14,9123
2,1,10,1,0,3,17,9124
2,1,12,2,0,6,23,9126
2,1,9,1,0,3,16,9128
1,0,10,0,0,0,11,9130
3,1,14,1,0,3,22,9131
2,1,8,1,0,2,14,9132
2,1,10,1,0,4,18,9134
4,1,8,2,0,2,17,9135
2,0,17,1,0,5,25,9137
1,1,11,1,0,2,16,9139
2,1,11,1,0,3,18,9141
0,0,9,0,0,2,11,9142
0,0,9,0,0,2,11,9143
3,0,8,2,0,7,20,9144
2,0,7,0,0,1,10,9145
0,0,8,0,0,2,10,9146
1,0,6,0,0,1,8,9148
1,0,11,0,1,4,17,9149
0,1,6,3,1,4,15,9151
0,0,14,0,0,3,17,9154
0,0,9,0,0,3,12,9156
1,0,8,0,1,2,12,9157
3,0,10,2,1,4,20,9159
2,0,10,4,0,4,20,9161
0,0,6,0,0,1,7,9162
2,0,6,0,1,2,11,9164
1,0,11,2,0,8,22,9166
1,0,8,0,0,2,11,9169
1,0,8,0,0,2,11,9171
1,0,9,7,0,5,22,9172
2,0,8,0,0,2,12,9173
1,0,8,0,1,2,12,9174
3,0,11,1,0,3,18,9175
0,0,5,0,0,2,7,9177
0,0,9,0,0,2,11,9179
4,0,9,0,0,5,18,9180
4,0,6,2,0,10,22,9181
1,1,11,1,0,4,18,9182
3,0,11,0,0,4,18,9183
3,0,11,1,0,3,18,9185
0,0,9,0,0,2,11,9187
1,0,8,0,0,2,11,9191
6,2,3,3,2,7,23,9192
2,0,12,1,0,9,24,9193
2,1,7,1,0,2,13,9194
1,0,11,2,1,5,20,9195
3,2,11,0,1,3,20,9197
0,0,9,1,0,4,14,9203
2,0,3,0,2,2,9,9206
2,0,6,0,0,2,10,9207
5,1,3,2,3,3,17,9208
2,0,7,0,0,2,11,9209
1,0,5,2,0,2,10,9210
2,0,9,1,0,8,20,9211
3,0,9,2,0,5,19,9212
2,1,9,3,0,9,24,9215
1,0,3,1,0,1,6,9216
0,0,10,1,0,4,15,9217
6,2,5,3,1,5,22,9218
1,0,5,2,0,2,10,9219
1,0,5,2,0,2,10,9220
4,1,9,0,1,6,21,9221
3,1,6,0,2,4,16,9222
3,0,10,0,0,7,20,9223
2,0,6,0,0,2,10,9225
2,0,11,1,0,8,22,9226
0,0,7,0,0,1,8,9230
2,1,13,0,0,5,21,9231
3,2,5,1,0,4,15,9232
5,0,8,0,0,7,20,9233
1,0,5,2,0,2,10,9235
4,2,5,1,1,7,20,9237
2,0,12,1,0,7,22,9238
2,0,10,1,0,7,20,9239
1,0,5,2,0,6,14,9240
2,0,13,1,0,4,20,9242
2,1,5,1,3,3,15,9244
5,3,4,0,0,6,18,9246
1,0,7,4,0,4,16,9247
1,1,5,1,0,4,12,9248
1,0,17,0,0,0,18,9249
4,2,7,2,1,2,18,9250
5,2,5,1,2,10,25,9251
2,4,5,1,1,3,16,9252
4,0,3,0,0,5,12,9253
4,3,4,0,4,5,20,9254
0,0,13,0,0,1,14,9255
3,5,4,1,0,3,16,9257
1,1,9,1,2,8,22,9259
4,1,19,3,1,4,32,9260
0,0,3,1,1,1,6,9262
5,1,7,0,1,8,22,9263
2,2,3,0,2,2,11,9264
4,4,6,2,2,4,22,9265
5,3,7,4,0,5,24,9266
3,1,4,0,3,8,19,9267
5,1,6,2,1,9,24,9268
2,2,2,1,2,1,10,9269
3,1,3,1,0,3,11,9270
6,3,3,1,4,8,25,9271
2,1,4,0,0,2,9,9272
1,0,8,0,0,0,9,9273
7,3,8,1,2,6,27,9275
1,0,17,0,0,0,18,9276
6,1,6,2,1,7,23,9277
6,7,8,0,0,7,28,9278
5,2,9,1,0,3,20,9280
2,0,3,0,0,2,7,9281
1,3,2,0,2,3,11,9283
0,1,5,2,1,0,9,9286
5,4,7,3,0,4,23,9287
6,3,7,0,1,10,27,9288
1,0,4,0,2,4,11,9289
1,0,11,1,0,7,20,9290
0,0,10,1,0,4,15,9292
5,0,6,2,0,2,15,9293
4,1,4,2,2,5,18,9294
3,2,3,2,0,1,11,9296
4,2,5,0,0,4,15,9297
0,0,9,0,0,3,12,9298
4,0,8,0,0,4,16,9300
3,2,3,1,1,4,14,9301
2,1,4,3,0,5,15,9303
1,1,0,1,0,3,6,9307
3,2,1,1,0,2,9,9308
3,0,8,0,1,3,15,9309
0,0,15,0,0,0,15,9311
6,3,3,1,0,9,22,9313
1,0,2,0,0,2,5,9314
2,1,5,1,0,3,12,9315
3,2,7,3,1,5,21,9317
3,2,3,1,0,6,15,9319
2,1,9,0,0,3,15,9320
9,4,3,1,1,10,28,9321
4,1,1,0,3,2,11,9322
3,1,8,0,0,5,17,9324
3,0,9,0,0,5,17,9325
0,0,2,0,0,0,2,9329
8,5,2,1,2,6,24,9330
3,1,8,2,0,3,17,9332
3,0,1,0,0,3,7,9333
3,3,6,2,1,6,21,9334
0,0,6,1,0,1,8,9337
2,2,2,0,0,1,7,9338
1,0,7,0,0,1,9,9339
0,0,10,0,0,5,15,9341
4,1,6,3,0,5,19,9342
3,1,5,1,0,5,15,9343
4,3,9,0,1,5,22,9344
5,4,4,1,1,6,21,9345
6,5,5,1,3,7,27,9346
1,1,2,1,0,0,5,9347
2,1,5,0,0,3,11,9348
1,0,6,1,0,2,10,9350
4,2,6,2,0,14,28,9351
6,4,5,0,2,6,23,9355
3,1,6,2,3,9,24,9360
3,0,5,1,3,4,16,9361
2,0,3,1,2,3,11,9362
0,0,9,1,0,0,10,9363
2,0,5,1,1,4,13,9365
2,1,5,2,0,2,12,9367
1,1,9,2,0,5,18,9368
2,1,3,0,0,5,11,9371
2,1,8,3,0,5,19,9372
3,2,0,0,1,1,7,9373
2,1,4,0,1,7,15,9374
5,2,8,1,2,6,24,9375
4,0,9,1,1,5,20,9376
1,1,5,0,0,3,10,9377
5,2,9,1,1,2,20,9378
4,2,8,2,1,11,28,9380
6,2,7,1,1,4,21,9382
4,3,4,2,2,4,19,9384
2,0,11,0,0,5,18,9385
2,1,8,2,1,5,19,9386
5,3,1,0,1,4,14,9387
1,0,3,2,0,0,6,9388
2,1,8,1,0,3,15,9391
0,0,8,0,0,3,11,9393
2,0,2,1,0,3,8,9395
1,0,8,1,0,1,11,9396
1,1,8,2,0,6,18,9397
0,0,7,4,0,3,14,9401
4,0,7,3,1,5,20,9402
2,0,4,0,0,1,7,9403
3,0,13,1,1,2,20,9404
2,0,3,0,0,1,6,9405
1,0,8,1,0,1,11,9406
1,0,2,1,0,0,4,9408
2,0,13,0,0,5,20,9410
7,5,6,2,0,4,24,9411
1,0,11,1,0,2,15,9414
2,0,5,0,0,1,8,9416
2,2,7,0,2,1,14,9417
6,0,5,2,1,9,23,9418
0,0,11,0,0,1,12,9420
1,0,8,1,0,1,11,9421
4,0,3,4,2,8,21,9422
3,1,3,1,1,6,15,9425
3,2,6,4,1,6,22,9430
2,1,16,3,0,3,25,9431
0,0,8,0,0,3,11,9432
2,0,10,2,1,6,21,9434
3,0,10,2,0,5,20,9435
2,1,9,2,0,6,20,9436
2,0,3,0,0,1,6,9438
0,0,8,1,0,3,12,9439
0,0,4,0,0,0,4,9441
2,0,9,2,0,0,13,9445
0,0,8,1,1,2,12,9446
4,0,6,0,0,3,13,9448
